City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
270,constitucion,-35.3333,-72.4167,285.38,66,100,0.62,CL,1691551281
271,cabo san lucas,22.8909,-109.9124,306.27,74,20,5.66,MX,1691551377
272,lerwick,60.1545,-1.1494,283.15,78,100,14.57,GB,1691551494
273,santa terezinha,-29.9002,-50.0904,288.68,76,100,8.13,BR,1691551494
274,godda,24.8333,87.2167,297.74,94,100,5.37,IN,1691551487
275,nizhniy ingash,56.2,96.53,298.08,46,6,1.9,RU,1691551495
276,nova sintra,14.8667,-24.7167,295.89,73,29,4.87,CV,1691551192
277,totness,5.8833,-56.3167,298.53,86,84,5.45,SR,1691551496
278,komsomolets,53.7453,62.0708,289.27,92,100,5.68,KZ,1691551496
279,bechar,31.6167,-2.2167,305.33,14,0,2.06,DZ,1691551497
280,maitum,6.0392,124.4986,302.73,69,71,2.93,PH,1691551497
281,bubaque,11.2833,-15.8333,298.33,92,100,4.18,GW,1691551497
282,vilyuysk,63.7553,121.6247,296.59,32,99,5.03,RU,1691551126
283,chinde,26.8418,88.0763,292.46,95,100,2.68,NP,1691551498
284,rio grande,-32.035,-52.0986,287.56,74,99,8.1,BR,1691551498
285,puerto armuelles,8.2833,-82.8667,300.42,91,100,1.34,PA,1691551005
286,crane,31.3974,-102.3501,305.05,32,51,5.68,US,1691551232
287,saipan,15.1355,145.701,301.54,100,100,3.6,MP,1691551155
288,lihue,21.9789,-159.3672,305.73,71,75,11.32,US,1691551157
289,st. john's,47.5649,-52.7093,286.36,91,100,2.57,CA,1691551001
290,island harbour,50.724,-1.2758,289.78,93,80,0.89,GB,1691551499
291,mahina,-17.5065,-149.489,298.02,78,75,3.09,PF,1691551500
292,tabas,33.5959,56.9244,304.45,19,38,0.75,IR,1691551355
293,la passe,45.5549,-0.8967,287.58,63,1,2.94,FR,1691551212
294,dalandzadgad,43.5708,104.425,302.81,27,61,9.34,MN,1691551500
295,smithers,54.7804,-127.1743,289.33,94,75,2.06,CA,1691551234
296,miri,4.4148,114.0089,304.23,74,40,2.06,MY,1691551436
297,bridgewater,44.3835,-64.5155,292.1,90,100,8.23,CA,1691551501
298,turaif,31.6725,38.6637,295.29,56,0,4.12,SA,1691551501
299,turabah,21.2141,41.6331,298.79,17,33,1.76,SA,1691551502
300,ouarzazat,30.9189,-6.8934,303.31,20,40,1.03,MA,1691551502
301,ghadamis,30.1337,9.5007,299.55,37,0,4.1,LY,1691551502
302,nogliki,51.8333,143.1667,289.85,73,95,3.34,RU,1691551502
303,flying fish cove,-10.4217,105.6791,298.97,83,100,7.2,CX,1691551239
304,ar ruways,24.1103,52.7306,306.61,57,2,0.59,AE,1691551503
305,panacan,9.2463,118.4082,303.46,67,35,2.38,PH,1691551504
306,tolanaro,-25.0319,46.9987,291.37,93,46,3.25,MG,1691551203
307,caetite,-14.0694,-42.475,292.98,68,0,4.77,BR,1691551433
308,yeniseysk,58.4497,92.1703,293.67,67,23,0.75,RU,1691551504
309,pariaman,-0.619,100.12,304.18,70,63,1.46,ID,1691551504
310,valle de la pascua,9.2155,-66.0073,296.88,92,64,1.58,VE,1691551505
311,diu,20.7141,70.9822,300.09,85,100,6.86,IN,1691551458
312,odienne,9.51,-7.5692,294.27,98,100,1.49,CI,1691551505
313,el granada,37.5027,-122.4694,295.34,85,100,5.14,US,1691551279
314,teguise,29.0605,-13.564,294.27,78,0,3.6,ES,1691551080
315,cam ranh,11.9214,109.1591,307.13,55,20,2.57,VN,1691551220
316,kiunga,-6.1219,141.2906,303.25,52,65,2.33,PG,1691551363
317,khorixas,-20.3667,14.9667,289.77,31,3,1.35,NA,1691551507
318,cuiaba,-15.5961,-56.0967,300.11,57,0,1.54,BR,1691551507
319,chesterton,41.6106,-87.0642,294.36,91,0,1.54,US,1691551507
320,kingston,17.997,-76.7936,303.68,83,20,4.63,JM,1691551298
321,tazacorte,28.629,-17.9293,294.69,72,0,2.68,ES,1691551255
322,codrington,-38.2667,141.9667,288.59,61,0,9.08,AU,1691551205
323,kruisfontein,-34.0033,24.7314,285.86,90,100,2.23,ZA,1691551318
324,chapeco,-27.0964,-52.6183,286.06,96,100,1.87,BR,1691551458
325,kristiansund,63.1115,7.732,286.18,94,75,1.54,NO,1691551411
326,yuzhno-kurilsk,44.0306,145.8556,293.4,98,100,5.65,RU,1691551154
327,usogorsk,63.4106,48.6872,288.97,65,8,1.28,RU,1691551510
328,vilhena,-12.7406,-60.1458,296.12,49,23,0.44,BR,1691551510
329,les avirons,-21.2418,55.3394,292.18,63,0,3.09,RE,1691551511
330,lianjiang,21.6467,110.2817,303.96,70,99,6.18,CN,1691551203
331,lander,42.833,-108.7307,288.69,69,75,5.14,US,1691551389
332,prince rupert,54.3161,-130.3201,288.2,96,100,5.14,CA,1691551209
333,apolinario saravia,-24.4328,-63.9954,287.37,40,28,3.69,AR,1691551512
334,belmonte,-15.8631,-38.8828,295.34,84,22,2.91,BR,1691551320
335,iquique,-20.2208,-70.1431,292.17,80,28,2.22,CL,1691551185
336,taltal,-25.4,-70.4833,290.77,64,24,1.5,CL,1691551460
337,greenville,35.6127,-77.3663,299.33,81,0,0.0,US,1691551347
338,san-pedro,4.7485,-6.6363,296.35,93,100,4.62,CI,1691551512
339,auki,-8.7676,160.7034,300.27,81,100,3.13,SB,1691551513
340,sisimiut,66.9395,-53.6735,279.53,70,22,0.95,GL,1691551317
341,augusto correa,-1.0217,-46.635,297.87,86,87,1.98,BR,1691551466
342,fauske,67.2588,15.3918,292.29,74,5,6.49,NO,1691551513
343,shiqian,27.5225,108.2281,302.83,77,41,1.32,CN,1691551146
344,kilindoni,-7.9139,39.6668,297.54,78,0,7.81,TZ,1691551225
345,new norfolk,-42.7826,147.0587,287.87,44,100,1.75,AU,1691551238
346,horta,38.5333,-28.6333,297.05,94,91,10.28,PT,1691551178
347,xilin hot,43.9667,116.0333,296.68,47,4,4.19,CN,1691551515
348,labasa,-16.4167,179.3833,300.21,72,100,2.34,FJ,1691551515
349,el viejo,12.6633,-87.1672,299.51,80,89,1.86,NI,1691551515
350,farafangana,-22.8167,47.8333,292.1,91,91,0.62,MG,1691551516
351,alesund,62.4723,6.1549,287.46,76,100,4.63,NO,1691551075
352,trincomalee,8.5711,81.2335,302.29,65,100,7.1,LK,1691551516
353,fakenham,52.83,0.8477,286.28,78,100,3.13,GB,1691551516
354,atar,20.5169,-13.0499,304.12,23,4,4.8,MR,1691551151
355,hadibu,12.65,54.0333,298.84,80,100,11.25,YE,1691551517
356,sault ste. marie,46.5168,-84.3333,290.46,89,0,1.54,CA,1691551517
357,labytnangi,66.6572,66.4183,285.51,76,100,1.28,RU,1691551364
358,badger,64.8,-147.5333,292.32,82,100,2.06,US,1691551208
359,champerico,14.3,-91.9167,302.19,75,99,2.01,GT,1691551518
360,garden city,42.3256,-83.331,296.38,76,75,3.6,US,1691551519
361,vadso,70.0744,29.7487,292.64,82,0,2.06,NO,1691550974
362,holualoa,19.6228,-155.9522,301.06,76,40,7.72,US,1691550953
363,port hedland,-20.3167,118.5667,304.18,14,0,4.63,AU,1691551520
364,acajutla,13.5928,-89.8275,300.86,82,43,0.44,SV,1691551069
365,ca mau,9.1769,105.15,305.55,55,16,5.05,VN,1691551521
366,thenia,36.7254,3.5567,293.31,55,92,0.68,DZ,1691551521
367,la sarre,48.8002,-79.1996,289.71,86,50,1.84,CA,1691551522
368,kidal,18.4411,1.4078,302.63,49,74,3.89,ML,1691551400
369,remire-montjoly,4.9167,-52.2667,298.17,94,20,0.51,GF,1691551038
370,okahao,-17.885,15.0667,288.2,34,42,1.97,NA,1691551523
371,cole harbour,44.6724,-63.4751,293.14,92,100,3.58,CA,1691551305
372,grand falls-windsor,48.9332,-55.6649,283.43,91,92,1.2,CA,1691551523
373,sandefjord,59.1312,10.2167,286.63,89,100,4.12,NO,1691551523
374,kuanda,56.3161,116.0806,299.26,43,34,1.98,RU,1691551524
375,beyneu,45.3167,55.2,301.89,41,0,4.1,KZ,1691551128
376,bodaybo,57.8506,114.1933,300.7,45,6,0.38,RU,1691551127
377,tyukhtet,56.5389,89.3011,293.49,61,36,2.5,RU,1691551525
378,castillos,-34.1667,-53.8333,285.24,69,98,4.44,UY,1691551129
379,puerto lempira,15.2667,-83.7667,299.55,87,0,2.5,HN,1691551174
380,mogocha,53.7333,119.7667,299.0,33,5,2.13,RU,1691551181
381,annau,37.8876,58.516,302.87,26,0,2.06,TM,1691551526
382,mejit,10.2753,170.8646,301.48,73,72,5.74,MH,1691551112
383,arish,31.1316,33.7984,298.43,71,32,2.07,EG,1691551526
384,tondano,1.3038,124.9112,303.2,64,91,2.62,ID,1691551527
385,akrehamn,59.2667,5.1833,284.82,93,100,10.8,NO,1691551527
386,dobryanka,58.4619,56.4165,292.1,73,9,1.96,RU,1691551317
387,rongelap,11.1635,166.8941,301.6,77,100,4.84,MH,1691551116
388,yarmolyntsi,49.1924,26.8373,282.63,91,45,2.14,UA,1691551529
389,hailar,49.2,119.7,293.26,59,22,2.91,CN,1691551529
390,chashniki,54.8569,29.1607,283.98,81,100,1.66,BY,1691551529
391,concepcion del uruguay,-32.4825,-58.2372,282.73,89,100,3.44,AR,1691551257
392,fortaleza,-3.7227,-38.5247,300.49,74,40,7.2,BR,1691551414
393,chonchi,-42.6128,-73.8092,283.22,99,100,3.18,CL,1691551203
394,benguela,-12.5763,13.4055,292.0,92,9,1.4,AO,1691551293
395,vidalia,32.2177,-82.4135,296.03,94,40,2.57,US,1691551282
396,myadzyel,54.8731,26.9359,284.99,73,95,2.79,BY,1691551531
397,dabeiba,7.0017,-76.2672,297.5,98,97,0.47,CO,1691551531
398,touros,-5.1989,-35.4608,296.92,87,100,4.56,BR,1691551000
399,dwarka,22.2394,68.9678,300.48,82,100,8.97,IN,1691551299
400,praia da vitoria,38.7333,-27.0667,297.29,88,75,7.89,PT,1691551268
401,labuan,5.2767,115.2417,302.35,74,20,1.54,MY,1691551532
402,zakynthos,37.7914,20.8953,296.28,77,20,0.0,GR,1691551533
403,redencao,-4.2258,-38.7306,295.3,96,83,0.31,BR,1691551533
404,kharkhorin,47.1975,102.8238,296.75,55,99,1.76,MN,1691551276
405,islamorada,24.9243,-80.6278,304.26,86,3,2.68,US,1691551448
406,sandnessjoen,66.0217,12.6316,291.21,48,20,10.8,NO,1691551534
407,jember,-8.166,113.7032,302.8,48,20,2.6,ID,1691551534
408,dakhla,23.6848,-15.958,293.25,93,0,7.15,EH,1691551534
409,hoemul-li,41.4339,129.67,294.84,86,98,4.04,KP,1691551535
410,nishinoomote,30.7333,131.0,299.46,100,75,12.35,JP,1691551366
411,kone,-21.0595,164.8658,295.76,44,5,5.97,NC,1691551325
412,kalmunai,7.4167,81.8167,302.2,64,100,1.83,LK,1691550879
413,elverum,60.8819,11.5623,284.26,97,100,5.22,NO,1691551536
414,enriquillo,17.9,-71.2333,300.43,87,0,3.89,DO,1691551536
415,lively,46.4334,-81.1498,291.66,84,48,2.27,CA,1691551536
416,wenchang,30.904,118.4887,303.19,69,72,3.05,CN,1691551537
417,kolonia,50.9333,6.95,289.12,91,100,3.6,DE,1691551069
418,rawson,-43.3002,-65.1023,287.01,41,100,4.59,AR,1691551537
419,concepcion,-36.827,-73.0498,284.04,100,100,4.12,CL,1691551538
420,laguna,38.421,-121.4238,301.66,54,0,4.12,US,1691551133
421,lompoc,34.6391,-120.4579,293.58,84,100,1.54,US,1691551178
422,mount pearl,47.5166,-52.7813,285.9,91,100,2.57,CA,1691551539
423,ranau,5.9538,116.6641,303.96,45,22,0.29,MY,1691551539
424,lulea,65.5842,22.1547,290.19,72,0,4.63,SE,1691551292
425,nantucket,41.2835,-70.0995,295.94,71,0,7.72,US,1691551083
426,nevada,39.2502,-116.7512,293.25,17,7,2.43,US,1691551540
427,port blair,11.6667,92.75,303.17,79,75,5.14,IN,1691551540
428,bonthe,7.5264,-12.505,297.99,90,96,4.34,SL,1691551262
429,harar,9.3094,42.1258,287.28,81,89,2.02,ET,1691551541
430,vyazemskiy,47.5378,134.7525,297.72,68,91,2.44,RU,1691551541
431,alofi,-19.0595,-169.9187,301.09,83,75,4.63,NU,1691551044
432,usinsk,65.9939,57.5281,286.91,65,95,2.24,RU,1691551542
433,mahibadhoo,3.7833,72.9667,300.67,75,100,3.43,MV,1691551542
434,errachidia,31.9275,-4.4285,307.18,15,0,3.6,MA,1691551543
435,forster,-32.1667,152.5167,292.75,59,0,2.86,AU,1691551205
436,turbat,26.0023,63.044,301.05,76,25,1.69,PK,1691551543
437,nokha,27.6,73.4167,301.46,66,100,7.84,IN,1691551544
438,amble,55.3333,-1.5833,283.32,81,20,5.66,GB,1691551545
439,kalyazin,57.2403,37.8433,291.49,99,92,1.12,RU,1691551545
440,dabakala,8.3667,-4.4333,295.65,98,100,3.35,CI,1691551546
441,cambria,35.5641,-121.0808,293.76,88,26,0.84,US,1691551546
442,rawala kot,33.8578,73.7604,296.16,66,0,1.05,PK,1691551546
443,axum,14.1245,38.7244,286.78,84,51,0.98,ET,1691551546
444,bontang,0.1333,117.5,302.58,65,21,3.86,ID,1691551547
445,kushiro,42.975,144.3747,296.68,94,75,4.12,JP,1691551509
446,aripuana,-9.1667,-60.6333,299.93,52,28,0.41,BR,1691551119
447,akureyri,65.6835,-18.0878,281.11,71,75,0.0,IS,1691551548
448,daoukro,7.0591,-3.9631,295.63,95,100,2.45,CI,1691551548
449,soygaon,20.6,75.6167,299.21,76,100,5.6,IN,1691551548
450,conde,-7.2597,-34.9075,294.85,100,20,1.54,BR,1691551549
451,anatuya,-28.4606,-62.8347,284.3,81,49,2.17,AR,1691551549
452,cannonvale,-20.2833,148.7,293.81,68,98,8.2,AU,1691551550
453,dalnegorsk,44.5604,135.5701,293.44,86,99,0.77,RU,1691551550
454,thanh hoa,19.8,105.7667,303.24,69,97,1.65,VN,1691551489
455,marsh harbour,26.5412,-77.0636,302.82,77,3,4.79,BS,1691551550
456,funafuti,-8.5243,179.1942,304.15,84,40,1.03,TV,1691551113
457,as sulaymaniyah,35.5611,45.4375,306.39,18,0,8.23,IQ,1691551551
458,karatuzskoye,53.6072,92.8667,296.28,49,72,2.17,RU,1691551551
459,antonio enes,-16.2325,39.9086,291.67,88,1,3.74,MZ,1691551286
460,derbent,42.0678,48.2899,302.2,58,0,1.87,RU,1691551552
461,pandan,14.0453,124.1694,305.31,62,23,2.03,PH,1691551552
462,tamanrasset,22.785,5.5228,299.1,36,5,2.06,DZ,1691551553
463,concepcion del oro,24.6333,-101.4167,296.73,31,37,4.91,MX,1691551553
464,cromer,52.9312,1.2989,285.41,80,100,5.7,GB,1691551553
465,nacozari de garcia,30.3742,-109.6908,300.37,52,6,1.39,MX,1691551554
466,katol,21.2667,78.5833,297.97,82,97,4.78,IN,1691551554
467,zeya,53.75,127.2667,298.18,46,100,2.63,RU,1691551069
468,sao lourenco do oeste,-26.3592,-52.8511,285.07,95,100,5.52,BR,1691551555
469,kailua-kona,19.6406,-155.9956,303.13,69,40,7.72,US,1691551142
470,vurnary,55.4904,46.9648,289.27,81,0,3.43,RU,1691551556
471,namsos,64.4662,11.4957,289.18,59,75,10.29,NO,1691551556
472,verkhnevilyuysk,63.4453,120.3167,297.1,30,85,4.39,RU,1691551557
473,pitanga,-24.7572,-51.7614,285.45,98,100,4.35,BR,1691551557
474,tegueste,28.5167,-16.3167,294.25,82,75,6.69,ES,1691551557
475,hilo,19.7297,-155.09,301.08,72,40,4.12,US,1691551267
476,kangding,30.0513,101.9603,296.5,67,22,2.44,CN,1691551558
477,sagua de tanamo,20.5819,-75.2414,299.22,93,10,1.59,CU,1691551558
478,soledar,48.6794,38.089,294.58,58,75,2.59,UA,1691551559
479,kudahuvadhoo,2.6708,72.8944,300.8,72,98,2.28,MV,1691551225
480,newman,37.3138,-121.0208,302.75,59,0,1.34,US,1691551312
481,turinskaya sloboda,57.6232,64.3858,293.02,58,52,2.24,RU,1691551559
482,port douglas,-16.4833,145.4667,296.35,66,26,8.04,AU,1691551560
483,sergeyevka,53.88,67.4158,295.28,45,100,2.98,KZ,1691551560
484,al ghayzah,16.2079,52.176,298.95,87,100,3.79,YE,1691550998
485,kavieng,-2.5744,150.7967,301.46,75,78,5.92,PG,1691551193
486,hammerfest,70.6634,23.6821,296.4,73,0,2.57,NO,1691551158
487,saint-philippe,-21.3585,55.7679,291.92,81,45,4.12,RE,1691551368
488,belyy yar,53.6039,91.3903,297.09,53,0,1.0,RU,1691551390
489,tulle,45.3333,1.8333,288.34,69,57,1.34,FR,1691551562
490,presidente epitacio,-21.7633,-52.1156,292.08,70,0,6.6,BR,1691551562
491,barroquinha,-3.0189,-41.1361,297.16,79,79,3.45,BR,1691551562
492,meadow lake,34.8014,-106.5436,295.19,44,93,4.5,US,1691551562
493,tulum,20.2167,-87.4667,301.38,83,3,2.95,MX,1691551279
494,poquoson,37.1224,-76.3458,299.82,81,0,3.09,US,1691551451
495,egilsstadir,65.2653,-14.3948,277.1,93,100,1.54,IS,1691551147
496,kourou,5.1552,-52.6478,298.18,89,59,3.8,GF,1691551564
497,east london,-33.0153,27.9116,290.22,79,100,3.58,ZA,1691550905
498,san rafael,-34.6177,-68.3301,285.83,28,100,3.3,AR,1691551283
499,taoudenni,22.6783,-3.9836,309.71,12,0,6.11,ML,1691550996
500,laurentides,46.4334,-74.9826,290.77,95,100,2.81,CA,1691551565
501,jincheng,35.5022,112.8328,301.81,57,26,3.35,CN,1691551565
502,ujae,8.9322,165.7642,301.85,74,100,5.51,MH,1691551392
503,chokwe,-24.5333,32.9833,287.34,91,2,2.35,MZ,1691551107
504,salalah,17.0151,54.0924,299.2,94,100,3.6,OM,1691551566
505,polyarnyy,69.1989,33.4478,289.29,79,0,4.42,RU,1691551211
506,cooper's town,26.8667,-77.5167,303.29,69,7,3.89,BS,1691551566
507,twon-brass,4.3151,6.2418,298.4,84,37,5.18,NG,1691551567
508,sejong,36.4817,127.2871,304.39,75,100,4.41,KR,1691551567
509,bor,56.3567,44.0669,292.11,77,1,3.35,RU,1691551567
510,mutuali,-14.8706,37.0044,286.65,83,0,1.74,MZ,1691551568
511,parun,35.4207,70.9221,290.9,38,0,2.92,AF,1691551568
512,arauca,7.0847,-70.7591,300.13,94,20,1.03,CO,1691551568
513,santa ana de yacuma,-13.75,-65.4333,299.5,55,12,2.14,BO,1691551569
514,mana,5.6592,-53.7767,298.68,87,100,4.1,GF,1691551569
515,benghazi,32.1167,20.0667,299.51,65,0,7.36,LY,1691551570
516,aral,40.5156,81.2636,304.2,25,0,2.96,CN,1691551570
517,nar'yan-mar,67.6713,53.087,287.74,58,24,1.68,RU,1691551168
518,halifax,44.6453,-63.5724,293.43,92,100,3.58,CA,1691551570
519,dickinson,29.4608,-95.0513,303.78,82,20,5.14,US,1691551571
520,calliope,-24.0,151.2,297.06,41,40,6.69,AU,1691551571
521,armacao de buzios,-22.7469,-41.8817,295.18,87,99,7.0,BR,1691551571
522,jilib,0.4883,42.7854,296.07,84,20,3.87,SO,1691551572
523,balkanabat,39.5108,54.3671,305.2,19,0,1.6,TM,1691551572
524,okakarara,-20.5833,17.4333,287.46,39,88,2.69,NA,1691551573
525,popondetta,-8.7537,148.2534,303.78,46,79,2.48,PG,1691551573
526,gustrow,53.7972,12.1734,285.4,87,75,3.6,DE,1691551573
527,san andres,12.5847,-81.7006,302.16,84,20,4.63,CO,1691551573
528,imbituba,-28.24,-48.6703,290.85,76,100,3.85,BR,1691551568
529,trondheim,63.4305,10.3951,289.2,84,98,0.45,NO,1691551366
530,sunan,39.1983,125.69,303.02,62,38,3.5,KP,1691551574
531,paragominas,-2.9667,-47.4833,295.57,95,77,1.25,BR,1691551575
532,fisterra,42.9049,-9.2629,290.79,97,31,5.79,ES,1691551102
533,phalodi,27.1333,72.3667,302.13,64,94,7.89,IN,1691551290
534,cooma,-36.2333,149.1333,289.44,29,32,4.67,AU,1691551575
535,nouadhibou,20.931,-17.0347,294.14,88,20,5.66,MR,1691551576
536,vila franca do campo,37.7167,-25.4333,296.38,90,91,4.89,PT,1691551576
537,mayna,54.1135,47.6231,290.98,62,2,2.22,RU,1691551576
538,salinopolis,-0.6136,-47.3561,299.26,83,72,4.67,BR,1691551577
539,sao felix do xingu,-6.6447,-51.995,298.24,45,12,0.5,BR,1691551222
540,chibougamau,49.9168,-74.3659,284.94,94,100,3.09,CA,1691551578
541,mahebourg,-20.4081,57.7,293.31,83,40,0.0,MU,1691551578
